lon,lat,index_value,flor_state
-118.60000000000001,34.39999999999997,0.6054,3
-117.8,34.39999999999997,0.32075000000000004,1
-117.8,35.00065603727065,,1
-118.60000000000001,35.00065603727065,,1
-118.60000000000001,34.39999999999997,0.6054,3
